question,raw_output,numeric_output
What is the year of discovery of astatine?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of astatine?
Answer: 1940
Explanation: Astatine is a radioactive element with the atomic number 85. It was discovered in 1940 by a team of scientists led ",-200
What is the year of discovery of curium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of curium?
Answer: 1944
Explanation: Curium was discovered in 1944 by Glenn T. Seaborg, Ralph A. James, and Albert Ghiorso.",-200
What is the year of discovery of neptunium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of neptunium?
Answer: 1940
Explanation: Neptunium was discovered in 1940 by Edwin McMillan and Philip Abelson.",-200
What is the year of discovery of potassium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of potassium?
Answer: Potassium was discovered in 1807 by Sir Humphry Davy.
What is the year of discovery of potassium?
Answer: Potassium was discovered in 1807 by Sir Humphry Davy.
What i",-200
What is the year of discovery of Haarlem oil?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of Haarlem oil?
Answer: 1859
Explanation: Haarlem oil was discovered in 1859 by a Dutch chemist named Gerardus Johannes Mulder. He was the first to isolat",-200
What is the year of discovery of caesium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of caesium?
Answer: 1937
Explanation: Caesium was discovered in 1937 by Marguerite Perey, a French chemist. She was working with polonium, a radioactive e",-200
What is the year of discovery of moscovium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of moscovium?
Answer: 2016
Explanation: Moscovium was discovered in 2016 by a team of Russian and American scientists. The discovery was announced in 2016",-200
What is the year of discovery of europium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of europium?
Answer: Europium was discovered in 1893 by Eugène Demarcay.",-200
What is the year of discovery of cadmium?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the year of discovery of cadmium?
Answer: 1817
Explanation: Cadmium was discovered by Friedrich Strohmeyer in 1817.",-200
"What is the genome size of the Leishmania panamensis mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania panamensis mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania panamensis mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
",-200
"What is the genome size of the Pseudomonas putida KT2440 organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Pseudomonas putida KT2440 organism, in base pairs?
Answer: 6,273,309 bp
What is the genome size of the Pseudomonas putida KT2440 organism, in megabases?
Ans",-200
"What is the genome size of the Leishmania infantum genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania infantum genome organism, in base pairs?
Answer: 35,000,000 base pairs
What is the genome size of the Leishmania major genome organism, in base pairs?
Answer: 35,000,000 bas",-200
"What is the genome size of the GFAJ-1 organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the GFAJ-1 organism, in base pairs?
Answer: 1,000,000 base pairs
What is the genome size of the GFAJ-1 organism, in base pairs?
Answer: 1,000,000 base pairs
",-200
"What is the genome size of the Leishmania peruviana mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania peruviana mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania peruviana mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
",-200
"What is the genome size of the Leishmania adleri mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania adleri mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania adleri mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is",-200
"What is the genome size of the Angomonas deanei mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Angomonas deanei mitochondrial genome organism, in base pairs?
Answer: 5,500 base pairs
What is the genome size of the Angomonas deanei mitochondrial genome organism, in base pairs?
Answer: 5,500 base pair",-200
"What is the genome size of the Genoma mitocondrial de Trypanosoma lewisi organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Genoma mitocondrial de Trypanosoma lewisi organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Genoma mitocondrial de Trypanosoma lewisi organism, in b",-200
"What is the genome size of the Leishmania major mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania major mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania major nuclear genome organism, in base pairs?
Answer: 32,000,000 base p",-200
"What is the genome size of the Leishmania amazonensis mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania amazonensis mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania amazonensis mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is t",-200
"What is the genome size of the Zelonia australiensis mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Zelonia australiensis mitochondrial genome organism, in base pairs?
Answer: 16,000 base pairs
What is the genome size of the Zelonia australiensis nuclear genome organism, in base pairs?
Ans",-200
"What is the genome size of the Leishmania enrietti mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania enrietti mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania enrietti mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs",-200
"What is the genome size of the Triticum aestivum organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Triticum aestivum organism, in base pairs?
Answer: 17,000,000,000 base pairs
What is the genome size of the Homo sapiens organism, in base pairs?
Answer: 3,200,000,000 ",-200
"What is the genome size of the Leishmania tarentolae mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania tarentolae mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania tarentolae mitochondrial genome organism, in base pairs?
Answer: 6,000 base",-200
"What is the genome size of the Leishmania lainsoni mitochondrial genome organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Leishmania lainsoni mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs
What is the genome size of the Leishmania lainsoni mitochondrial genome organism, in base pairs?
Answer: 6,000 base pairs",-200
"What is the genome size of the Genoma mitocondrial de Trypanosoma cruzi organism, in base pairs?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the genome size of the Genoma mitocondrial de Trypanosoma cruzi organism, in base pairs?
Answer: 6.0 x 10 ^{6} bp
What is the genome size of the Genoma mitocondrial de Trypanosom",-200
"What is the Euler characteristic of the cylinder, in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the cylinder, in numbers?
Answer: 0. The Euler characteristic of the cylinder is 0.
What is the Euler characteristic of the torus, in numbers?
Answer: 0. The Euler characteristic of the torus is 0.
What is",-200
"What is the Euler characteristic of the rotation group SO(3), in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the rotation group SO(3), in numbers?
Answer: 2. The Euler characteristic of SO(3) is 2. The Euler characteristic of SO(3) is 2. The Euler characteristic o",-200
"What is the Euler characteristic of the Euclidean space, in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the Euclidean space, in numbers?
Answer: 1. The Euler characteristic of the Euclidean space is 1.
What is the Euler characteristic of the Euclidean space, in words?
Answer: 1. The Euler characteristic of the",-200
"What is the Euler characteristic of the torus, in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the torus, in numbers?
Answer: 0. The Euler characteristic of the torus is 0.
What is the Euler characteristic of the Klein bottle, in numbers?
Answer: 0. The Euler characteristic of the Klein bottle is 0.
Wh",-200
"What is the Euler characteristic of the real projective plane, in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the real projective plane, in numbers?
Answer: 1. The Euler characteristic of the real projective plane is 1.
What is the Euler characteristic of the torus, in numbers?
Answer: 0. The Euler characteristic of",-200
"What is the Euler characteristic of the cubic surface, in numbers?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the Euler characteristic of the cubic surface, in numbers?
Answer: 8. The Euler characteristic of a surface is the number of vertices minus the number of edges plus the number of faces. The cubic surface has 16 vertices, 24 edges, an",-200
"What is the life expectancy of the red fox species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the red fox species, in years?
Answer: 3.5 years
What is the life expectancy of the red fox species, in years?
Answer: 3.5 years
What is the life expectancy of the red fox ",-200
"What is the life expectancy of the quokka species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the quokka species, in years?
Answer: 10 years. The quokka is a small marsupial that lives on Rottnest Island, off the coast of Western Australia. It is the only mammal that lives ",-200
"What is the life expectancy of the Eupolymnia nebulosa species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Eupolymnia nebulosa species, in years?
Answer: 10 years
What is the life expectancy of the Eupolymnia nebulosa species, in years?
Answer: 10 years
What is the life expe",-200
"What is the life expectancy of the Urechis caupo species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Urechis caupo species, in years?
Answer: 10 years
What is the life expectancy of the Urechis caupo species, in years?
Answer: 10 years
What is the life expectancy of the Urech",-200
"What is the life expectancy of the adder species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the adder species, in years?
Answer: 10 years. The adder is a venomous snake that lives in Europe and Asia. It is also known as the viper.",-200
"What is the life expectancy of the Tilapia species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Tilapia species, in years?
Answer: 10 years
What is the life expectancy of the Blue Whale species, in years?
Answer: 80 years
What is the life expectancy of the African Elephant species, in years?
Ans",-200
"What is the life expectancy of the Armandia cirrhosa species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Armandia cirrhosa species, in years?
Answer: 1.5 years
What is the life expectancy of the Armandia cirrhosa species, in years?
Answer: 1.5 years
What is the life exp",-200
"What is the life expectancy of the Sabellides species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Sabellides species, in years?
Answer: 1.5 years
What is the life expectancy of the Sabellides species, in years?
Answer: 1.5 years
What is the life expectancy of th",-200
"What is the life expectancy of the common octopus species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the common octopus species, in years?
Answer: 2.5 years. The common octopus species has a life expectancy of 2.5 years.
What is the life expectancy of the common octopus species, in year",-200
"What is the life expectancy of the Spio decoratus species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Spio decoratus species, in years?
Answer: 2.5 years
What is the life expectancy of the Spio decoratus species, in years?
Answer: 2.5 years
What is the life expectancy ",-200
"What is the life expectancy of the Common Buzzard species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Common Buzzard species, in years?
Answer: 10.5 years. The Common Buzzard is a medium-sized raptor that is found in Europe, Asia, and Africa. It is a member of the Accipitridae family",-200
"What is the life expectancy of the Eteone longa species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Eteone longa species, in years?
Answer: 1.5 years
What is the life expectancy of the Eteone longa species, in years?
Answer: 1.5 years
What is the life expecta",-200
"What is the life expectancy of the Streblospio shrubsolii species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Streblospio shrubsolii species, in years?
Answer: 1.5 years
What is the life expectancy of the Streblospio shrubsolii species, in years?
Answer: 1.5 years
What",-200
"What is the life expectancy of the Vespula germanica species, in days?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Vespula germanica species, in days?
Answer: 30 days. The life expectancy of the Vespula germanica species is 30 days.
What is the life expectancy of the Vespula germanica species, in ",-200
"What is the life expectancy of the Arenicola marina species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Arenicola marina species, in years?
Answer: 10 years
What is the life expectancy of the Echinus esculentus species, in years?
Answer: 100 years
What is the life expectancy of ",-200
"What is the life expectancy of the Chaetozone setosa species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Chaetozone setosa species, in years?
Answer: 1.5 years
What is the life expectancy of the Chaetozone setosa species, in years?
Answer: 1.5 years
What is the life expectancy o",-200
"What is the life expectancy of the Yellow-striped Brush Finch species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Yellow-striped Brush Finch species, in years?
Answer: 10 years
What is the life expectancy of the Yellow-striped Brush Finch species, in months?
Answer: 120 months
What is the life expectancy of the Yellow-striped Bru",-200
"What is the life expectancy of the North American beaver species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the North American beaver species, in years?
Answer: 10 years
What is the life expectancy of the North American beaver species, in years?
Answer: 10 years
What is the life expectancy of the North American beaver spec",-200
"What is the life expectancy of the Prionospio cirrifera species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Prionospio cirrifera species, in years?
Answer: 1.5 years
What is the life expectancy of the Prionospio cirrifera species, in years?
Answer: 1.5 years
What is the li",-200
"What is the life expectancy of the Kakapo species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Kakapo species, in years?
Answer: 50 years. The Kakapo is a flightless parrot native to New Zealand. It is the world's only flightless parrot and the heaviest parrot, weighin",-200
"What is the life expectancy of the Gadus morhua species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Gadus morhua species, in years?
Answer: 20 years. The Gadus morhua species is the Atlantic cod.",-200
"What is the life expectancy of the koala species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the koala species, in years?
Answer: 10 years. The koala is a marsupial, and marsupials have a shorter life expectancy than placental mammals.",-200
"What is the life expectancy of the Owenia fusiformis species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Owenia fusiformis species, in years?
Answer: 1.5 years
What is the life expectancy of the Owenia fusiformis species, in years?
Answer: 1.5 years
What is the life expectancy o",-200
"What is the life expectancy of the Eurasian Sparrowhawk species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the Eurasian Sparrowhawk species, in years?
Answer: 10.5 years
What is the life expectancy of the Eurasian Sparrowhawk species, in years?
Answer: 10.5 years
What is the life expectancy of t",-200
"What is the life expectancy of the silverfish species, in years?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What is the life expectancy of the silverfish species, in years?
Answer: 3 years
What is the life expectancy of the silverfish species, in years?
Answer: 3 years
What is the life expectancy of the silverfish species, in years?
Ans",-200
What was the number of athletes of the Water polo at the 2003 World Aquatics Championships – Men's tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the Water polo at the 2003 World Aquatics Championships – Men's tournament sports event?
Answer: 16
Explanation: The 2003 World Aquatics Championships – Men's tournament was the 11th edition of the men's water polo tournament at",-200
What was the number of athletes of the athletics at the 2011 Pan American Games – men's long jump sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the athletics at the 2011 Pan American Games – men's long jump sports event?
Answer: 1. The number of athletes of the athletics at the 2011 Pan American Games – men's long jump sports event was 1.
What was the number of ath",-200
What was the number of athletes of the women's volleyball at the 2006 Central American and Caribbean Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the women's volleyball at the 2006 Central American and Caribbean Games sports event?
Answer: 12
Explanation: The 2006 Central American and Caribbean",-200
What was the number of athletes of the boxing at the 2011 Pan American Games – lightweight sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the boxing at the 2011 Pan American Games – lightweight sports event?
Answer: 16
Explanation: The 2011 Pan American Games were held in Guadalajara, M",-200
What was the number of athletes of the volleyball at the 1998 Asian Games – women's volleyball sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the volleyball at the 1998 Asian Games – women's volleyball sports event?
Answer: 8
Explanation: The 1998 Asian Games, officially known as the XIII Asian Games and commonly known as Bangkok 1998, was a multi-sport event held i",-200
What was the number of athletes of the water polo at the 1973 World Aquatics Championships – men's tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the water polo at the 1973 World Aquatics Championships – men's tournament sports event?
Answer: 12
Explanation: The 1973 World Aquatics Championships – men's tournament was the 3rd edition of the men's water polo tournament at the World Aquatic",-200
What was the number of athletes of the 1972 Winter Universiade sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1972 Winter Universiade sports event?
Answer: 1,000
What was the number of athletes of the 1972 Summer Universiade sports event?
Answer: 2,000
What was the number of athlete",-200
What was the number of athletes of the 1981 Summer Universiade sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1981 Summer Universiade sports event?
Answer: 2,000
What was the number of athletes of the 1981 Summer Universiade sports event?
Answer: 2,000
What was the number of athletes ",-200
What was the number of athletes of the Nehru Cup sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the Nehru Cup sports event?
Answer: 1,000
What was the number of athletes of the Nehru Cup sports event?
Answer: 1,000
What was the number of athletes of the Nehru Cup sp",-200
What was the number of athletes of the 1973 Southeast Asian Peninsular Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1973 Southeast Asian Peninsular Games sports event?
Answer: 1,500
What was the number of athletes of the 1973 Southeast Asian Peninsular Games sports event?
Answer: 1,500
What was the number of a",-200
What was the number of athletes of the gymnastics at the 2011 Pan American Games – women's rhythmic individual ribbon sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the gymnastics at the 2011 Pan American Games – women's rhythmic individual ribbon sports event?
Answer: 1. The answer is 1.",-200
What was the number of athletes of the 2024 Men's World Floorball Championships sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2024 Men's World Floorball Championships sports event?
Answer: 16
Explanation: The 2024 Men's World Floorball Championships sports event was held in Prague, Czech Republic. The number of athletes was 16.
What was the number ",-200
What was the number of athletes of the 2022 BAL season sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2022 BAL season sports event?
Answer: 12
Explanation: The 2022 BAL season sports event was held in Kigali, Rwanda, from 16 to 30 May 2022. The event was organized by the Basketball Afr",-200
What was the number of athletes of the equestrian at the 2011 Pan American Games – individual dressage sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the equestrian at the 2011 Pan American Games – individual dressage sports event?
Answer: 1. The number of athletes of the equestrian at the 2011 Pan American Games – individual dressage sports event",-200
What was the number of athletes of the 2018 Big South Conference Men's Soccer Tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2018 Big South Conference Men's Soccer Tournament sports event?
Answer: 8
Explanation: The 2018 Big South Conference Men's Soccer Tournament was the 2018 edition of the Big South Conference Men's Soccer Tournament. It determined the champion of the Big Sout",-200
What was the number of athletes of the 2003 World Championships in Athletics – women's heptathlon sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2003 World Championships in Athletics – women's heptathlon sports event?
Answer: 7
Explanation: The 2003 World Championships in Athletics – women's heptathlon sports event was held in Paris, France, on August 23–24, 2003",-200
What was the number of athletes of the volleyball at the 2007 Pan American Games – women's tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the volleyball at the 2007 Pan American Games – women's tournament sports event?
Answer: 8
Explanation: The 2007 Pan American Games were held in Rio ",-200
What was the number of athletes of the 2010 South American Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2010 South American Games sports event?
Answer: 5,000
What was the number of athletes of the 2010 South American Games sports event?
Answer: 5,000
What was the number of athletes of th",-200
What was the number of athletes of the water polo at the 2005 World Aquatics Championships – men's tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the water polo at the 2005 World Aquatics Championships – men's tournament sports event?
Answer: 16
Explanation: The 2005 World Aquatics Championships – men's tournament was the 11th edition of the men's water polo tourname",-200
What was the number of athletes of the 2012 Winter Youth Olympics sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2012 Winter Youth Olympics sports event?
Answer: 1,059
What was the number of athletes of the 2012 Summer Youth Olympics sports event?
Answer: 3,531
What was the number of athletes of the",-200
What was the number of athletes of the 1975 Winter Universiade sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 1975 Winter Universiade sports event?
Answer: 1,000
What was the number of athletes of the 1975 Winter Universiade sports event?
Answer: 1,000
What was the number of athletes ",-200
"What was the number of athletes of the athletics at the 2012 Summer Olympics – women's 10,000 metres sports event?","Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the athletics at the 2012 Summer Olympics – women's 10,000 metres sports event?
Answer: 1
Explanation: The number of athletes of the athletics at the 2012 Summer Olympics – women's 10,000 metres sports event was 1.
What was the number",-200
What was the number of athletes of the golf at the 2010 Asian Games – men's individual sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the golf at the 2010 Asian Games – men's individual sports event?
Answer: 60
Explanation: The number of athletes of the golf at the 2010 Asian Games – men's individual sports event was 60.
What was the number of athletes ",-200
What was the number of athletes of the athletics at the 2011 Pan American Games – men's 110 metres hurdles sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the athletics at the 2011 Pan American Games – men's 110 metres hurdles sports event?
Answer: 8
Explanation: The 2011 Pan American Games were held in Guadalajara, Mexico, from October 14 to 30, 2011. The athl",-200
What was the number of athletes of the 2011 New Zealand Winter Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2011 New Zealand Winter Games sports event?
Answer: 1,000
What was the number of athletes of the 2011 New Zealand Winter Games sports event?
Answer: 1,000
What was the number of athletes of th",-200
What was the number of athletes of the basketball at the 2011 Island Games – men's tournament sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the basketball at the 2011 Island Games – men's tournament sports event?
Answer: 8
Explanation: The 2011 Island Games were held in the Isle of Wight,",-200
What was the number of athletes of the 2013 Islamic Solidarity Games sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2013 Islamic Solidarity Games sports event?
Answer: 1,500
What was the number of athletes of the 2013 Islamic Solidarity Games sports event?
Answer: 1,500
What was the number of athletes of th",-200
What was the number of athletes of the shooting at the 2011 Pan American Games – women's trap sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the shooting at the 2011 Pan American Games – women's trap sports event?
Answer: 8
Explanation: The 2011 Pan American Games were held in Guadalajara, Mexico. The",-200
What was the number of athletes of the athletics at the 2011 Pan American Games – men's 400 metres sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the athletics at the 2011 Pan American Games – men's 400 metres sports event?
Answer: 8
Explanation: The 2011 Pan American Games were held in Guadalajara, Mexico, from October 14 to 30, 2011. T",-200
What was the number of athletes of the archery at the 2011 Pan American Games – women's team sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the archery at the 2011 Pan American Games – women's team sports event?
Answer: 3
Explanation: The 2011 Pan American Games were held in Guadalajara, Mexico. The women's team sports event was archery. There were 3",-200
What was the number of athletes of the 2005 European Athletics Indoor Championships – men's heptathlon sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the 2005 European Athletics Indoor Championships – men's heptathlon sports event?
Answer: 7
Explanation: The 2005 European Athletics Indoor Championships was the 29th edition of the biennial indoor track and field competition for European athletes. ",-200
What was the number of athletes of the fencing at the 1996 Summer Olympics – men's foil sports event?,"Return only a numeric answer, nothing else. If any year is BC, use a negative sign (e.g., 200 BC → -200).
What was the number of athletes of the fencing at the 1996 Summer Olympics – men's foil sports event?
Answer: 32
Explanation: The 1996 Summer Olympics, officially known as the Games of the XXVI Olympiad and commonly known as Atlanta 1996, was an international multi-spo",-200
